sentiment,tweets
-1,sınavları olduktan sonra kişi korona olucak sınavlardan kişi geçer ileriyi düşünerek hareket edin geleceğimizi mahvediceksiniz sağlımızı öğrencilerölmekistemiyor
-1,tansiyon ölçümü korona testi sn bakan şimdiye soylemediniz korona suphesi oğlumu batı bahat hastanesi'ne ambulans gönderdik tansiyonu ölçülüp taburcu tebrikler
-1,aile baskısı dost kazığısınav stresi covid19 kadına şiddet bütün aklımızdayken hala sınava çalışmak akıl sağlığımızı kaybetmemek uğraşıyoruz görmüyorsunuz ogrencilerolmekistemiyor
0,şaka yana zaman çabuk geçmiş geçen sene kadıköy'deydim mitingdeydim kadıköy'de istiklal'e basmıştı kadınlar sonra covid patladî
-1,gripte kapanmiyorduk evet medya gösteriyorsa inanan bı kitle nasılsa ölenlere otopsi yapılsın anlaşılır herşeyyurt dışında yaşayan yakınlarınız bı konuşunne maske aşı doğru düzgün
0,yaz yaz engelle baş edemeyecek acizsin aşını ölürsen kalırsan kendine onamı imzalayacaksın nasılsa aşı üretene niyazi hevesi
1,pandemi bitse azından hafta sonu münchen tarafına gezmeye gitsem
-1,valla sahi sahi futbol takip ediyorumgs-sivasspor izledim şimdi yorumları izliyorumyarinki maç fb boool şans diliyorumyeminle pandemi değiştirdi
-1,anlatamıyorum sanırım aşı istemeyen arkadaşlarım kişilere aşı olacaksın baskı yapmış istemeyen olmuyor
-1,pandemi sürecinde erdoğan değilde kk başımızda olaydı türkiyenin yarısı telef olmuştu 99 depreminde vatandaşını toprak altından çıkartamayanlar çıkmış erdoğana yönetemediniz tvit atıyor gülermisin ağlarmısın kadindusmanichp
-1,çalışıp çalışmamak emin iyi çalıştım derslere tek sıkıntı korona burda gelip boş muhabbet sikerim beynini
1,i̇lçemiz özdere mahallesinde özdere çukuraltı muhtarı mehmet çolak birlikte otellerde covid-19 denetimleri yapıldı
-1,okulu açtığınız günlerde kişi korona biliyor musunuz kişi öldü otobüslerdeokul çıkışlarında dip dibe insanlar birbirine yapışa yapışa gidiyor öğrencilerölmekistemiyor
-1,senedir bütün yasaklara kurallara uyduk tatile gitmedik kalabalığa girmedik sene boyunca evimiz covid çocuğum derslerini ihmal etmedi gece gündüz sınavlarına çalıştı gelin görün yaptığınız yanlış olmekistemiyoruz
1,anladım başta genel söyledin sanmışım demek pandemi ilgiliymiş demek teşekkür ediyorum açıklama
-1,pandemi denen ortaya çıkana reklamlarda sigaraya bağlı koah tanıtımları sene kişi ölüyor yarın bırakma geç deyip yoğun bakımları entübeleri gösterirdi şimdi sigara kovid işleniyor kedi buysa ciğer neredeciğer buysa kovid
-1,anlama özürlü müsün canımızın derdindeyiz hala çalıştım diyosun korona yüzünden canını ailenden birini kaybedersen çalıştığın dersler işe yaramaz zaman anlatmaya çalıştığımız anlarsın
0,covid-19 aşısı yaptıracak mısınız anketi sonuçlandı brandingtürkiye haberler brandingtürkiyesoruyor brandingtürkiyeöneriyor covid19 koronavirüs anket
1,elbet sınav olacak abartmayın sonsuza dek sınav olmasın hastalık sınavsız geçme falan corona döneminde yks askeri sınava girdim bişi ölüm falan abartmayın
-1,sınavları kasımda olmustum otobüste beraber gittigim arkadaşım korona çıkmıştı aileme bulastırdım sanıp geceleri aglayarak uyumaya baslamıstım simdi binlerce ogrenci tekrar aynı seyleri yasayacak bravo amk diyeyim
-1,önünde sonunda anlayacağız insanlar ceza yememek artık maske takıyor anlayarak farketmeden illeti yaşadıktan sonra bitecek pandemi olmuş devam artık maske mevzusu baydı
-1,virüs mutasyon geçirerek ölümcül zselçuk-19 dönüştü öğrencilerölmekistemiyor covid-19 zselcuk-19
-1,pandemi koşullarında hukuki yöntemlerle suçsuz anne bebekler cezalandırılıyor
-1,yüzyüzeiptal öğretmenleri̇çinartıkyoksunuz salgın henuz bitmedi bitmis davranip mutasyonlu virus icine cocuklarimizi ogretmenlerimizi atamazsiniz acilen köy okulları dahil bütün kademelerde yil sonuna onlineeğitim gecilmelidir riskvarsabizleryokuz
-1,evet çokça kişide amk çalışmadım napçam şimdi tweetleri gördük internet imkanı saniyede tweet atabilir cidden sorun pandemi gelip kişileri bahane kullanmak iğrenç
-1,anneme diyorum telde demin halsizim kalkamıyorum bugün gücüm yog çamaşır atamıyorum hemen çat covid olmuşsundur sağol djddj mükemmelsin
1,portakal çiçeği festivaline yıl önce katıldık pandemi illetide yoktu sonra kadirli kozan tadına dayamadık
-1,yarın sınavımızı olucaz başkaları korona hastalığına bulaşacak ailesine bulaşıcak ziya selçuk kına yakar artık sınav öğrencileri sınıfta bıraktık i̇ntikamımızı alırız 2023 ziyaselcukistifa öğrencilerölmekistemiyor
1,yoo toplumun sağını düşünüyorum malum pandemi bişey geçiyoruz herşeyi politikleştirmeye gerek varmı
-1,evet arkadaşlar yarın günümü anlatıyorum size ilk otobüse biniyorum orada biraz korona kapıyorum sonra okula gidiyorum oraya biraz yayıyorum sonra staja anaokulu gidiyorum orada öğrencilere korona yayıyorum sonra dershaneye gidiyorum ölüm öğrencilerölmeki
0,kısa boyluların uzun boylulardan kısa ispatlanmıştı şimdi sıra covid-19'un boya dağılımının araştırılmasında
0,üniversiteler ülkemiz önemli pandemi döneminde öğrencilerin sesini yeterince duymadıkbu haberle gündeme getirdiğimiz sorunların çözümü adım atılması şartyakın geçmişte başlayan i̇ngilizce açıklamalar iyi adımgenç muhabirimiz peral yarkıner'in kaleminden
-1,eskiden yurt dışı turları heyecanlanırdım şimdi hafta sonu evrensekize gidecek olmanın heyecanını yaşıyorum covid 19 artık terket hepimizin hayatını
-1,yazık yazık acıdım sana hepsini okudum cevap veremiyorum demiyordu okumamışim günahım geldi sana kudurmaya devam evladım sana aşı kudurukluğun köpekliğin öl insanlara saldırma hemi evladım ekremimansizogluistifaaaaa
-1,facebook instagram tok aile yaşantınızı kişisel yaşantınızı mahremiyetinizi kendiniz elinizle istihbarat örgütlerine verdiniz şimdi özgürlüğünüzü istiyorsunuz hatalı pozitif pcr testleriyle oluşturulan sahte korona pandemisine inanmaya devam edin
-1,resmen göz yarın sınav gideceğiz malum covid-19 kapıp ölmeyeceğimiz peki öldüğümüz zaman açıklayabilecek yüzünüz hayır ogrencilerolmekistemiyor öğrencilerölmekistemiyor yönetemediniz
-1,karar sonrası öğrencilere ders çalışma müziği sözünütutmeb öğrtmenlerankarayayürüyor okullarıacıyoruz ders dersçalışma klasikmüzik müzik okul lise korona covid19 okullar uyumamak
1,pandemi yasaklar biraz devam ederse zengin olacağım para harcayamıyorum bakanım açmadınız sokakları
-1,kızamık aşısı kızamık geçiren çiçeği aşısı çiçeği geçiren çocuklar olmuyormu sanıyorsunuz sonuçta aşı virüsün vücuda girmesini engelleyemez önemli vücuda girdikten sonrası ağır hastalık yada ölümü engellemesi
-1,sağlık bakanlığı'nın aktardığı verilere türkiye'de son 24 saatte 129 299 covid-19 testi yapıldı 11 187 kişinin testi pozitif çıktı 65 kişi hayatını kaybetti
-1,iyisi hayal kurmak mesela yatarken sınavların iptal edildigin neler yaptığımı hayal edecem kere bütün sınavların notlarını cıkarıp halledikten sonra kafama takılırdım -gt sonra yarın olacak corona stres dersler stres
1,i̇stihdam beraberinde verimi getirir pandemi sürecinde nefes tapu kadastro‘da istihdam edilmek 1500 atama istiyoruz emlakveemlakyönetimi
1,aşık sarhoş caddelerde dans etmek çokça güzel anı biriktirmek seyahat etmek fazla insanla tanışmak hayatı gerçekten yaşamak istiyorum pandemi bit artık gençliğimi elimden alamazsın/
-1,65 yaş üstüne yasak getirildiğini iyi anlıyorum evde asla durmuyolar amcam aşı olduktan sonra dıları çıkıp hava almak istemiş dolanmış durmuş sonra babaanneme gitmiş sonra evine geçmiş +
-1,yarın sonraki gün boyunca olabilecek kendimi mesul tutumuyorum umarım korona olmam olursam kendimden çevremdeki masum yaşlı insana bulaştırmaktan korkuyorum
0,bakan koca vaka artışı azalışı illeri duyurdu covid19 kadinasiddetehayir istanbulsozlesmesiyasatir ibrahimzaraptutuklansin pazar
-1,pandemi döneminde açık kalan tek kademe olabilir insanın paramparça sınıf öğretmeniyim çocuklarım okul öncesinin önemini idrak kapasitedeyim sizler önemsiz gördünüz okuloncesine863adaletsizligi
-1,aşı yapmamış topluluk yarın milyonlarca öğrenci sınava yollayan sizsiniz kafayı yemişsiniz öğrencilerölmekistemiyor
-1,bicim onlem damar tikanikligindan gidilen sultangazi devlet hastanesinde pandemi bolumune yasli engelli hastam ayni kovitli hastayla odaya koyuluyo bumu onlem bos laftan baska bisey degil onlem yazik denetleme yapin hastaneleri
0,size maskeden ceza yazıldığı takdirde corona gerçeği sayfalarından matbu itiraz dilekçe örnekleri bilimsel kanıtların olduğuonu bilgisayarınıza indirip sulh ceza hakimliğine itiraz edebilirsiniz
-1,evleri̇ni̇zi̇ i̇çi̇nde müteahhi̇t belge i̇stenmezdi̇ şi̇mdi̇ yeni̇ yönetmeli̇ğe deği̇şti̇ geçmi̇ş türki̇ye söz konusu corona gi̇bi̇ bi̇r adi deprem felaketi̇
-1,öğrencilerölmekistemiyor liseliler 99 düşük not almayalım ailemiz kızar sınavlar iptal 1 corona sınavlar iptal yere gitmeyi biliyosunuz boş yapmayın
-1,okulda birinde korona çıkmış kişi perşembe cuma okuldaydı hala sınav oluyoruz arkamdan helva kavurun diyeceklerim öğrencilerölmekistemiyor
0,pandemi sürecinde evdekal çağrısında bağlama çalmayı öğrendim araştırmalar yaptım makaleler yazdım ünv başladım birinci dönem agno 4 neler neler yaptım peki yaptınız
-1,git korona sorun yokama yoğun bakım ihtiyacı almasınlar etrafında varsa ailen vb kişileride ilaç takviyesine tabi tutmasınlar
-1,i̇yi zaman korona olunca okula gitmeseydin olmasaydın derseniz size güzel laf sokarım hastayım falan demem iyi sokarım oeğrencileroelmekistemiyor
1,bakanlığımızın başlattığı 'tematik denetim' modeli kapsamında 19 ilçemizde covid-19 denetimleri yapıldı i̇limizi mavi kategoriye sokuncaya denetimlerimizi titizlikle kararlılıkla sürdüreceğiz maske mesafe temizlik aşı
-1,total vaka sayısı hemen hemen aynı almanya oradaki ölüm sayısı 72000 29000 i̇ran'da total vaka sayısı neredeyse yarımız ölüm fazla sanırım etkisi kırılıyor virüsün türkiye'de hahahah covid19
-1,silah şirketlerinin barış istediğini inanmakla ilaç şirketlerinin insan sağlığı düşündüğüne inanmak aynı şeydir sırf sebep aşı olunmaz salgınsahteyasaklarkalksın
1,i̇nsanları sahiden sevip sevmediğimi tespit turnusolüm artık pandemi sürecindeki özlem durumum mis kriter valla
1,sürekli hastalığın covidden sonra iyileşmesi örnek bugün covidden sonra kanserli hücrelerin iyileşmesi haberler gördüm ilginç hastalık
-1,eleştiri askerliği korumadığı ölümlerin görüldüğü aşı aşılama yavaş diyorlar başlık atıp habere çekiyorsunuz
-1,yarın metroyla gidicem normalde kalabalık yarını düşünemiyorum gerçekten covid ölmekistemiyorum oegrencilerolmekistemiyor
-1,kafam bozuldu gidip babanı aramadım kusura bakma vicdanlilik yaptım tane dertleşmek istedim corona olduğunda geldin sana derdim dedim gelemedim gelmem lazım kabul etmen insana laf ediyosan sana kanıtlıyor aksini
-1,intiharlar aile sorunlarinin arkasinda bankalar insanlar bankalara kredi kart şeklinde borçlu covid 19 ödeyemiyorarap sermayeli bankalar tefeci mobbing uyguluyorfinansbank denizbank 3 günde arıyorborclu degil suçlu davraniyorlar araştirilmalı
-1,taksim nevizade çorbacı açmış abimize hayırlı olsuna gitmiştik işkembe içmekle meşguldum sonra çorbayı içtiğim mekan batmış
-1,babaannem hasta bide okuldan eve korona taşırsam ölmesindne korkuyorum gerekirse okula biel gitmeyei düşünmüyorum öğrencilerölmekistemiyor
-1,muslera sakatsa rize’ye gol atmak muslera’ya ihtiyacın pandemi arası berbat hazırlık sonra ıskartaya çıktı takım maçı kazanabildik sonra
-1,yasak istemiyorum bilim kurulundaki şişman beyfendi neydi söylüyorum beyfendi isterseniz evden çıkmayın çıkmak istiyorum karışmayın aşı istemiyorum rahat bırakır mısınız tv açınca üstüme geliyorsunuz salgınsahteyasaklarkalksın
-1,magnezyumd vitamini b12 vitamini ağır covid'i önlüyor covid'in hafif atlatılmasında ölümlerin önlenmesinde beslenmenin bağışıklık sistemin önemli geçen gün iyi anlıyoruz
-1,covid-19’dan tehlikeli varsa özgüvensiz sevgisiz yetersiz ortalamanın altında zeka seviyesine sahip erkektir acısı malesef aşısı kadinasiddetehayir
-1,i̇negöl devlet hastanesi başhekimi aşıya virüse yakalanmışaşıyı sihirli değnek görmekten vazgecsekaşı dersi vereyim bariasi olana virüsü enfekte bulaşma olmazsa ozaman aşı etkilidir kısa özfaz 3 çalışması değilse olmalıo durumda herkeste
-1,türki̇ye'de koronavi̇rüs son 24 saatte 11 bi̇n 187 yeni̇ vaka 65 kaybi türkiye'de son 24 saatte 129 299 covid-19 testi yapıldı 11 187 kişinin testi pozitif çıktı 65 kişi hayatını kaybetti
-1,maskeyi kapalı alan şart koyar açık alanda serbest bırakırdım maske silah silahı eline alan güvende sanıyor açık havada maske takıp takmamamak serbest olsaydı insanlar maskeli maskesizlerin arasına karışmaktan imtina ederdi
-1,hoca geçen sene pandemi̇ sonrasi dönem gi̇bi̇ kafa hi̇ç sahada deği̇l mantikli kararlar vermi̇yor donk li̇nnes onyekuru
-1,bursa okuklar korona mailli okullda herkez bribirine giriyo mesafe kantine gidiyom korona deil kişi birbirine girmiş oyle ter kokuyoki korona ölür öğrencilerölmekistemiyor
1,dinamik denetim modeli-temalı denetimlerimiz devam merkez kırsal mahallelerimizde faaliyet gösteren işletmeleri 260 kişilik ekibimizle ziyaret covid-19 salgınına alınması gereken tedbirleri hatırlatıyoruz hedefimiz ‘mavi şehir’
-1,insan yakınını arkadaşını kaybettiğinde kabul edip alışmakta zorlanıyor başınız sağolsun uğur ağbi dilerim pandemi önce biter normal normal hayatlarımıza döneriz inşallah
0,ülkenin sağlık sistemi adam yönetiliyor menzil tarikatı ülkenin ilaç tıbbı malzeme sağlık düzeni elinden geçiyor covid aşısı
-1,durumda sınav yapmamız riskli aşı sırasında almıyoruz korunağımız bağışıklığımız hala sınav derdindeler illaki sosyal mesafe kuralları bozulacak illaki vakalar artacak öğrencilerölmekistemiyor
-1,eskisi olmayacak dediğinde koca girdabın içine soktuğunu virüs vatandaşı sahte salgın bahanesiyle maske aşı oluşan kısır döngüye 10 yıllar boyunca mecbur bırakacaklarını koca korku sinyalleri pompalayarak vermişlerdi sahtesalginyasaklarkalksin
-1,öğrencilerölmekistemiyor korona ölürmüyüm bilmem yarın okulda sınavlar yetişsin günde 4 sınavım şimdiden ruh sağlığım fatiha alırım
-1,ekonomik daralma yaşayacaklar pandemi sonrası hazırlık herhalde askeri küçülme deyince i̇ngiliz siyasetçiler acımasız olurlar soğuk savaş döneminde durmadan küçülmüştü askeriyelerinin bütçesi
1,pandemi sürecinde maskeyi dirseğe takanları şimdi iyi anlıyorum son zamanlarda futbolcular dirseklerini rakip futbolculara kullanıyor sakatlanıyor maske şart
-1,pazartesi mebdeni̇lemri pandemi dönemi hepimizi yıprattı ailemiz yönünden yipranmayalim fazla
1,korona önlemimizi alıp gideceğiz gerisi kaderde varsa ailende durumun farkındadır bence hayal kırıklığına uğramazlar tahmin ediyorum
-1,hapsinin işsiz parasız kalma sonuçlanması yüksek pandemi süregelen ekonomik kriz içinde insanlara mağduriyet yaratmanın başka yolu
-1,anlamadığım aşı maske sevici aşı maske karşıtı olanları takip ediyorsunuz mesela asla tahammül edemem karşıt görüşleri takip etmeye hele herşey delilleriyle ortadaysa katlanamam salgınsahteyasaklarkalksın
0,aşı konusunda çalışmalar yavaşlamış görünüyor aşının etkinliği bariz ortada 23 kişinin aşılandığı i̇ngiltere’de bugün covid ilişkili ölüm olmamış
1,online sipariş şirketi getir pandemi nedeni zor durumda lokantalardan sipariş komisyonu almayacakmış şık hareket
-1,korona olmadan hasta olacağım aklıma gelmezdi aw 1haftadan fazlada süredir başım ağrıyor gözüm kararıyor midem bulanıyor vücudum titriyor ayakta durmakta zorlanıyorum yemek yiyemiyorum sabah olmadan uyuyamıyorum annem fazla stres yaptığım kızıyor öğrencil
-1,boşuna çabanızöyle yarın sınava gireceğiz sınava sokmaya ant içmişler sınava girince covid-19 azalacak oelmeki̇stemi̇yorum oeğrencileroelmekistemiyor oeğrencileroelmekistemiyor
-1,kız severiz bakmaz takım tutarız puan kaybeder parti tutarız iktidara gelmez dışarı çıkarız korona bulaşır sahi yaşıyoruz
-1,salak corona yüzünden çocukları boyle göremeyeceğiz tam grammy sahnesinde olamayacaklar icin kalbim kırık grammy icin performans sergileyecek olmaları cok mutlu
-1,xag gümüş xagusd arzı sınırlı trendde boğa yaşamayan gümüş sanıyorum tatlış beklentim pandemi küresel çapta dalga yükselirse şaşırtmayacak hedef 72 23-235 seviyelerinden ufak ufak alıp kenara atabilirim
-1,evde iyileşen iyileşiyor hastanede ölen ölüyor bünyeye 16 adet ilaç verilmesi otopsi yapılmasının yasak yanlış trafik kazasına covid yazıldığına dair olaya halk tanık yakınlarımız hastalık geçirse saçmalıklar ortada
-1,pandemi döneminde sağlıkçılar polis memurlarının covid nedeniyle ölümü medyaya yansımıyor hadi biraz abartalım diyip abarttınız probleminizde yardımınıza koşan polislerin hayatları fenomen ettiğimiz gereksizler önemsiz
-1,fotoğrafın hayalini kurarken pandemi çıkması manitanın online eğitim memleketine dönmesi mezuniyet törenini hayal edememek diyeceklerim
-1,üstadım pandemi döneminde biyolojinin önemini yeteri anladıysak 144 kontenjan ses olalım lütfen puan alsak işe yaramıyor
-1,allah aşkina şampiyonu korona sayesinde anladiķki taraftar yonetim fatih terim şampiyon yapamaz geçen senenin aynısını yaşıyoruz goreceksiniz sezon sonu ilk 4 giremeyeceğiz malesef
-1,tek istediğim yakınlarıma corona bulaştırmamak kendimi koruyabilmeksizlerde dikkat edin çift maske takın sosyal mesafeye uyunbirimizin ufak hatası 1 alabilir kendinize iyi bakın yapılanları unutmayınen dayanıșmamızı öğrencilerölmekistemiyor
-1,hocam great reset 2030 planin parçasida mülkiyetsizliktir covid kapanmaları hiper enflasyon kullanilcak bankalar üzerinden taşınmazlar aktarilcak 4cü saniyi devrimi birlikte fabrikada çalişdirilcak insan gücü 80 azalacak
-1,umumi hıfzıssıhha kanunu’nun maddesi yeniden düzenlenerek ulusal aşı programında alan çocukluk çağı aşılarının zorunlu getirilmekte aşılar veli vasi izni aranmayacağı yasa düzenlenmektedir” ifadeleri almaktadır
-1,9sınıf kuzenime önce korona olursanız sorumluluk ait belge imzalatmışlar allah bildiği yapsın ülkenin haline bak öğrencilerölmekistemiyor
-1,online eğitimden halt anladığım korona'dan kişinin öldüğüde ortada gerçekten görevinizi getirmek sağlığımızı önemsiyorsanız sınavları okulları iptal edin oeğrencileroelmekistemiyor
-1,yarın kişi sınav çıkıp korona ölürse vicdan azabı hayatınız boyunca peşinizi bırakmasın i̇nşallah öğrencilerölmekistemiyor
-1,eğitim sistemimizdeki fırsat eşitliği normal zamanda tartışmaya açıkken pandemi birlikte yerle yeksan olmuş durumdaöğrencileri psikoza sokmaya hakkınız seslerine kulak vermek zorundasınız öğrencilerölmekistemiyor
-1,öğrencilerölmekistemiyor arkadaşlar pop smoke'un dior şarkısının 118'inci dakikasında dansı yaparsanız corona hayatta size bulaşamazbence ziya bey farkında yüzden sınav
-1,tam 16 vatandaş tam 16 kimine coronayı yendi kalbine yenildi dediler kimine corona tedavisi görürken kalp krizinden gitti dediler salgınsahteyasaklarkalksın
-1,merhaba adm mustafa susam garsonluk yapıyordum pandemi nedeni işsiz kaldım faturalar duruyor kirayı veremedim allah rızası yardım bekliyorum kötü durumdayım lütfen dalga geçmeyin sn çare 0006 2000 3020 0006 629917 garanti bankası lütfn gerçekten zor durum
-1,i̇nanaki kardeşin onca insan çalışan varki sağlığını düşünmek zorunda çalışanda çalışmayanda normalde parlak öğrenci olmasamda hayallerim çabalıyorum başımızda korona virus belası varken hayalleri gerçekleştirmek zor
-1,öğretmenler sayfası küreselciler sayfası hala aşı taciz tecavüz etmek niyetindeler kimsin insan bedenine zorla aşı yaptırmak niyetindesin bill’in adamlarının bitiyor başlıyor sabır
-1,atlanta'da berberdeki tabela yalnızca başına covid + olamayanlar tıraş edilir embiid'ten simmons'a gelsene tıraş çıkalım maça çoluğumuz çocuğumuz izliyor
-1,canınızdan başka bişey düşünmüyorsunuz sınavlar olduğunda kendim söylemiyorum binlerce öğrenci korona kapacak istifa edene durmuyoruz oegrencilerolmekistemiyor
-1,sayın vekilim ehliyet alma süremiz doldusüre cezamızı çektik para cezamızı ödedikpandemi yüzünden kapalı sudge yüzünden 1 senedir alamıyoruzşimdide yoğunluktan 10 sonrasına gün veriyorsudge olayını araştırın seferliğine iptal etsinlerlütfen
-1,metro dolu istasyon dolu metro 89 dakikada 1 geliyor korona öncesi 4 dakikada 1 gelirdi metrolar boş geçio garaja gidiyor
-1,valla gerçekten sıkıntılı hafta yaşadık hepimiz kabullenmek elden gelmemesi insanın elini ayağını bağlıyor bugün birde küçükbalıklıda yeğenlerimin covid 19 haberi geldi şuan evcek durumundayız dua buyrun lütfen
-1,arkadaşlar hesabındaki muhterem korkuyor aşağıdaki yazısını paylaştım bloklaması 3dk sürdü yazı uzun bağlantısı anlaşılan okumadı biletakip edenler uyanmasın makaleyi gizlemiş acaba¿
-1,ıkı gun önce hıc bır guç kuvvet corona test yaptıramaz diyodum sabah test yaptırmaya gidiyorum amk hayatın ağzımı açmaya gelmiyo
0,[yoongi'nin di̇lek li̇stesi̇] stadyum turu dünyada tanınmış sanatçı billboard hot200'de 1 billboard hot100'de 1 grammy ödül töreni grammy adaylığı korece şarkı hot100'de 1 grammy'de performans sergilemek grammy ödülü korona'nın bitmesi dünya barışı
0,güneydoğu’da risk haritası “mavi” sağlık bakanlığı geçen hafta illerin covid değerlerine risk haritası yayınladı haritaya güneydoğu’daki 13 düşük riskin
-1,aşı alımı ticareti ticari sırmışsonuç güvenin pazarlığımızı ekonomik şekilde aşılarımızı aldıkzaten bütün dünyaya maske vs yardımı yapan ülke olarakta paranın önemi
1,boykot etmek zor değilzamanında kantin fiyatları arttığı defalarca liselerde arkadaşlarımız boykot yolunu seçtiler pandemi dönemindeyiz emin olun kolay olabilir
1,pandemi süreci geçmek inşallah i̇şkur memurları sürede gece gündüz demeden üzerine düşeni şimdi ufak müjde bekliyoruz kurumiçiimdalimi
-1,gireceğim okulda aşı olmamış hocalarım yığınla öğrenci aşı fakat sınava gönderiyorsun aciz öğrencilerölmekistemiyor
-1,bağışıklığı düşük hastalığı tanıdıklarım babam annem covid geçirdi kardeşimde belirti yoktu yaptırmadık babamlar sık sık dedem babannemi ziyarete gidiyo onlara korona bulaşırsa psikolojisinden çıkamam öğrencilerölmekistemiyor
-1,sağlıkbakanlığı'mızın aşı hattı 182 arıyorumopetatöre bağlanmak 3 dakika bekletiliyorumkapanıyor 2nci aşı randevu alamıyorum
-1,hani aracı firma yoktu hani sağlık bakanlığı direkt aşı alımı yapıyordu 1 bedava aşı yoktu gerçek ortaya çıktı fatura edilmedi dediniz fatura edildiği ortaya çıktı ticarı sır dediniz aracı firma keymen i̇laç itiraf röportajı diyeceksiniz
-1,geçen sezon pandemi öncesi iyi gidişat pandemi sonrası patladık doğru oynadığımızı düşündük işin donk fernando başarılı olunan sene sonrası seri taylan tarzı adamlarla iyi görünen aman sonuç alamayan sistem
-1,``ticari sır`` gizliyorlar hani aracı kurum yoktu devlet aşı alımını yapmadı aracı kurum ihale açıldı
-1,sayın bakanım otopark zorunluluğu süresi mart sonu doluyor pandemi tedbirleri esnek mesaisinden belediye çevre şehircilik müdkentsel yenileme dosyalarını yetiştiremediler ricamız zor günleri göz önüne alıp süreyi 2021 sonuna uzatmanız tşkederiz
-1,bilim kurulu üyelerinin önerileri 100 yıl önceki i̇spanyol gribi döneminden farksız birileri onlara mrna aşı teknolojisinden bahsetmeli teketekbilim
-1,pandemi stresi yeme bozukluğu yaratmış olabilir doktora gidicez mesela öğünlerimi düzenliyorum benimle öğün aralıklarını düzenler misin sorarak deneyebilirsin yanlız hissediyo olabilir
-1,öğrencilerölmekistemiyor ziyaselcukkorkmaacıklamayap öğrencilerölmekistemiyor hangi̇ ülkede yaşiyor aq bayrami corona bayrami heralde bi̇zle alay edi̇yor beğeni̇p paylaşalim
1,kyk yurdu cennetmiş cennet hoş pandemi olmasa farkındaydım insan değerini iyi anlıyor
-1,günlerdir haber takip edemiyordum bakayım dedim demez olaydım sayfanın tamamı covid-19 kadın cinayetleri haberleriyle dolu şartlar altında kimin 8mart 'ını kutlayayım kadına çocuğa hayvana ağaca verilen değer ölçüsünde gelişeceğiz çekiliyorum
-1,sayın valimizbildiğimiz mersin covid-19 vakası yüksek iller arasındabu koşullarda sınavlarımız istemiyoruz lütfen bizleri duyun
-1,geçen yıl evvelki yıllar 30 insan gribal enfeksiyona bağlı hastalıklardan ölmüş corona yılndada aynı rakam olduğuna insanlar eskiden grip ölmüş olmazmı 2020 tek grip ölen hepsine corona yalnını bastılar
-1,öğrencilerölmekistemiyor sinavdayokuz 8mart covid19 turkishstudentslivesmatter begenenleri takip ediyorum artik ders calisin sey
1,pandemi bitsin itler gezicem ilk önce kendime kahve ısmarlayıp sahilde yürümek istiyorum
1,i̇yi geceler pandemi bitince uyandırırsınız
-1,bakan gül adalet hizmetlerinde dijital dönüşümü salgından yıllar önce başlattık gaziantep güncel pandemi dijital yargı adalet haber
1,çydd çanakkale şubesi sağlık kulübü 07032021 tarihinde toplantı gerçekleştirdi toplantıda difteri çiçek hastalığı ateş çeşitleri sunumlar yapıldı brusellozda görülen serolojik testler hakkında bilgiler paylaşıldı covid19 hakkında güncel haberlere değinild
1,corona yüzünden aylardır evdeyiz artık psikolojik yorgun insanlar hak verdiğim noktalar tek sınava giriyormuş davranıyorlar
-1,tedbirlerden olmuyor diyorlar yahu madem tedbirler işe yarıyor 1 senedir defolup gitmedi pandemi diyorsun insanlar tedbirlere uymuyor diyorlar televizyon tapıcıları sürece pandemi bitmez bitmez bitmez
-1,kapatmaya maskeye ihtiyaç bakan azmetmiş hepimizi aşılayacak virüse aşı olacağız peki bugün abd-cdc ölüm raporlarına bizdeki küreselciler
1,pandemi otoban tesislerine yaradı
-1,istediği memur almak öğretmen bilmem başka sınıftan kadro doldurmak kolay bişeymi dünyada covid19 bütün dünya ülkeleri kırılıyor hala kulp takma derdindesiniz size chp hükümeti lazımki mumla arayasınız riskede girilmezki
-1,kokoskov’un gercek askerleriyiz butce dusmus efendim dussun pandemi efendim kacacak misiniz munasebet butce dusunce kacacak korkak miyim adam adam
0,savaştığımız tek salgın covid-19 cehalet salgını umarsızlık salgını kayıtsızlık salgını zulüm şiddet salgını i̇stanbul sözleşmesi yaşatır uygula hayatkadinlagüzelleşir
-1,geçmişten bugüne yaşanmışlıklarıyla tarihî uygarlıkları medeniyetleri mimarisi kültürel dinler arası hoşgörüsüyle örnek şehir mardin covid-19 mücadelesi örnek trabzon’lu kardeşlerimiz’e duyuru medeniyetlerin şehri mardin'imizi konuda örnek alın
-1,yüzyüze egitim vermemişsin verdiğin eğitimi alamamış evinde interneti-bilgisayarı eba çökmüş durmadan şimdi eğitimin corona şartlarında yüzyüze sınavı oluröğrencilerölmekistemiyor
-1,aaa türkçe biliyor musunespri yanılmıyorsam önce aşı salgin bakanlığının sayfasında yayınladığı doktoru elimizdeki verilere aşılar korur çokça kişi aşılanırsa koruyuculuk artarbiri mantıklı açıklamasını yapabilir
0,ankara metrosunda durak sonra iniyordu çokca denk gelmiş hoş sohbet etmiştim pandemi bitince akşam 630 ankara metrosuyla kızılaydan batıkent istikametine doğru binersen rastlayabilirsin
