Tip,Paylaşım
Negatif,seni güldürmeye mi geldim dünyaya orospu çocuğu ben mutsuz olabiliyorum işte 
Negatif,domal bakiyim amina koydumun orospu seni yarragimi boyle amina kokune kadar sokup sokup cikartarak sikerim orospu ht 
Negatif,ülkenin gördüğü büyük vandallık düşmanlık vatan hainliği böylesiniz abv 
Negatif,gördüğüm rüyalardan anlaşıldığı üzere bilinçaltım yarra yemiş vaziyte 
Pozitif,adeta hayatı seven bir şerefiz yarın icin ocağa pırasa koydumsimdi dün yaptığım bal kabağı kahvemi alıp dizimi açtım 
Negatif,lan bücür amma komiksin ha 
Pozitif,sen zaman sen muhabbetle 
Negatif,asıl kimsiniz amına koyim 
Pozitif,anlamadım denerim abi 
Pozitif,artık bundan sonra hiçbir şeye şaşırmam diyorum yine şaşırtıyorlar 
Negatif,sen olarak dünyaya gelmediğimiz şükrettik bugün 
Negatif,geberceksen tek başına geber canım beni geberticek gerizekalı 
Pozitif,şte aşamadan sonra dinin adı islam olmuyor din dışı dinsiz ilan ediliyorsunuz zaten mezhep tarikat kendi inandığı dini yaşamayanları kafir ilan etmiyor semitik dinlerin yaratıcısı geleceği görememiş mi 
Negatif,ersun domal alaka aq puhahahaha heynckes bunu görse altına işer 
Negatif,ulan amk 
Negatif,kilolu kadını bilerek seçiyor aşağılık herif 
Negatif,senigidi ahlak yoksunu namus sarhoşu iğrenç siyonist devşirmesi zavallı pislik 
Negatif,niyazisis olum hesap açık zaten amk yok arkadaşların atmışmış gözün varmış sokturma şimdi 
Pozitif,yunan siyasi iradesi yargı kurumu selanik te müze olan atatürk ün doğduğu ev ilgili tek yanlı bir tasarrufa gi 
Pozitif,yaşadığınız topraklara şükredin atam sizin bırakmıştı oysaki 
Negatif,azdim diyen hatun varsa dm atın reel sanal telde seks cinslik porno sert sikici mastürbasyon ilişki istanbul sikiş sanalsex am yalama fahişe fuckbody ilişki anal oral seks grup boşalma gizli orospu sikişme evli sanalsex sakso azgın cinsel sexting sanal 
Negatif,şeyimin sanatçısı be soytarı bunlar soytarı sanatçı yıllardır yturdunuz millete hadi ordan 
Negatif,aha lan sen gerzek misin mustafa keser yüzünden mi hastasın sen çık git lan 
Pozitif,bir bok bilmiyorsun şin kötüsü bir bok bilmediğini bilmiyorsun 
Negatif,ahlaksız edepsiz kişiyi hala koruyacak mısınız 
Pozitif,şarkıyı dinlemelisiniz 
Pozitif,allah işlerinize bereket versin 
Negatif,yunus emreye vtr yapmadiniz hepi ni zn mina koyam 
Pozitif,ekrem mamoğlu ndan kurban bayramında millete imamlık yaparak bayram namazını kıldırmasımı bekliyorum 
Pozitif,twitter hayrına bir net yapsın sana 
Negatif,nefret dolu bir aptal sürüsüyle yaşıyoruz 
Pozitif,bugün boğaziçi sosyoloji whatsapp grubunda bir öğrenci stanbul sözleşmesinin erkeğe zulüm inançlarımıza ters olduğu gerekçesiyle kaldırılması gerektiğini savundu tet kadar lol 
Pozitif,aşkın saati galatasaray 
Pozitif,ayasofya herhangi bir dinin değil bir sınıfın sembolüdür krallar sultanlar tapınağıdır vasfı hiçbir zaman değişmedi halk isyanı sonucu yıkıldı temelinde kölelerin alınteri kanı gözyaşı vardır peygamberler gelse oraya girmezdi 
Pozitif,köpek otopsiye alındı anal bölgede parçalanma kaburgalarda kırık akciğerlerinde boğazında tahribat var aylık bir cocker yavrusu koltukta tırnak izleri kalmış yer çiş kaka 
Negatif,pisliğinde boğul 
Negatif,eyyamı bahur küfretmemek kendimi kadar kasıyorum mecrada ömrümden yıl eksilmiştir sıkıntıdan çöl sıcakları falan demek yerine başlık olarak gerzek öbek seçiliyo duygu özaslan sny side up diyince auw iğrenç ikiyüzlüsünüz 
Negatif,yas ayni bizim corrupted salak olabilecek insanlara guc otorite veriyoruz yo kizlar bunu kabul etmeyelim mlet iradesi 
Negatif,beriilnm sikerim önce domal deligini emim yalayim oksayim sonra sikerim 
Negatif,lan piç katletti bütün artvinlilerle mi alakası var senin memleketinden mi orospu çocuğu piç kurusu göt veren çıkmıyo çıkıyo bunu gayet biliyorsun halde sende mi öylesin 
Pozitif,allah akıl versin 
Negatif,allah im olur güz dönemi online olsun sabahin köründe okula uyuşuk uyuşuk gi tmek steyen avler çi yakma beni allah im 
Pozitif,kral adamsın kanqa nice senelere 
Pozitif,elbette direk barsaklara kimyasal sokuşturuluyor çocuklar ateşe dayanıklı kadar ılık banyo sirkeli su vücudun mikroplarla savaşmasına müade edilmeli baş serin tutulur 
Pozitif,katlanamiyorum bir ifade etmiyor yerimizi değil haddini bilecek 
Pozitif,güzel bir müzik keşfettim an itbariyle vazgeçebileceğim şeylerin sayısı bir tane atı 
Negatif,önüne geleni vatan haini ilan eden kıblesini saray tanrısını reis ilan eden kavm akp ye birlikte söyleyelim vatan hai ni si zsi ni lan pezevenk sürüsü 
Pozitif,bir kaç sene önce yıldız parlıyordu 
Negatif,karşıma zeki güzel çıkmak yerine aptal varoş çıkmayı tercih ediyosunuz 
Negatif,sen kimsin beni görünce gözlerini deviriyorsun bücür 
Negatif,yaklaşma aptal insanlara alerjim var bebeğim 
Negatif,bazen yanlış bir karar alıyorum sonra allah bana onu anlamam işaret gönderiyor al gerizekali la gözüne mi sokayım der 
Negatif,hassiktir zındık piç 
Negatif,ruhu dansöz olana yer pavyon 
Negatif,sençocuğun ölür inşalah 
Negatif,bizim yörenin meşur bir küfrü var götveren 
Negatif,orospu evladı bekleneni veremeyen adamı çıkartırsın zaman sen cesit bi kahpe cocuguymussun 
Pozitif,sağlıkçı vekillere çare 
Pozitif,playlistim aşkırı erkarlı gelmeye başladı depresyondan çıkmış sayılır mıyım 
Negatif,nşallah kısa zamanda geberir inşlah kısa zamanda sende geberirsin satılık pisi pisi 
Pozitif,atatürk bütün umudum gençliktedir 
Negatif,tam uyumusum karsımdaki cocugun kavga sesiyle uyandım habire bak öldürürüm bağırıyo senin ben amınakoyim öldürmezsen ben öldürürüm seni cıkıp bağırdım cünkü disim ağrıyodu 
Negatif,kurgunu skiyim oç evladı 
Negatif,dirar senin ayağını skim 
Negatif,gelde domal bakayım yavrum sikiyormuyum sikemiyormuyumm yırtayım amını kökleyerek boş boş konuşuyor 
Negatif,seni öldürürüm jojukk 
Pozitif,onlar para vermeyip korsan sitelerden izlediği bilemezler korsan sitelerde içerik bulamadıkları zaman yüzlerinin halini merak ediyorum açıkçası 
Negatif,sonunda senin ebeni sikeceğim yorum yapıp durma neyse engelleyim bok ye 
Pozitif,haberi gördüğümden beri yazıp yazıp siliyorum birçok şeyi bela okumak küfür etmek lanetlemek hepsini yaptık hala bir 
Pozitif,yurtdisinda aldatilma muhabbetinde benimkinin ustune cikilmadi isteyen varsa yine anlatirim yaz abi okurum ben diyen fav 
Pozitif,geceye bir şarkı tuttumgökyüzüne fısıldadımbir rüzgar eserse duyulur 
Pozitif,kızlar anladınız kaostan beslendiğimi sokim mi sizide kaosa 
Pozitif,satilik kardesim takas olur 
Negatif,tercih yapan elime sokam ankarayı öne yazsam ora çıkacaktı 
Pozitif,alamazsak büyük sorun yaşarız 
Pozitif,sakarya nın hendek ilçesindeki havai fişek fabrikasında meydana gelen patlama sonucu hayatını kaybeden vatandaşlarımıza allah tan rahmet yaralılarımıza acil şifalar diliyoruz 
Negatif,bunlar böyle lağım ağızlı küfürbaz 
Negatif,designerının amına koyim nike kere ucuz fahişenin kancık çocukları ulan sızdırırken mi naptık aq demediniz 
Negatif,sokam ozana be ozani 
Negatif,kafaya yemiş yavşak islam ülkeleri kan gölü sen hala götünü kurtarmaya çalışıyo 
Negatif,elchavo mob siktiyimin uzisi rappercikler oldukca mob ni seni sikem 
Negatif,iste emegi geçen herkesi sikim zaten maçların sonucuna bile coktan bakmayı bıraktım yine halt yediği belirsiz pic sürüsüne sovmeden olmaz siktiklerim önce tam durumdan sistemi anki hale cevirmemislermis iş yapıyorlar hala 
Pozitif,netflix te köpeğe tecavüz sahnesi yok 
Pozitif,kitap geliyor olarak anlıyorum abi 
Negatif,yunan tohumu şerefsizdir 
Negatif,hepinizin amına 
Negatif,at amı olmuş maranın ağzına benziyor ona bir yarrak lazımki yra doysun 
Pozitif,günaydın bir tavsiyemi sizlerle paylaşmak isterim grip aşısı ülkemize gelir gelmez mutlaka yaptırmaya çalışın sonbaharda ortaya çıkacak muhtemel influenza salgınının covid la birleşmesi sonucu sağlık sistemimize yapacağı baskıyı azaltmak adına önemli 
Pozitif,bademli çikolata yerken fındık tadı almış bir gün 
Pozitif,sevmenin bedenini yanlızlıkla ödedim 
Pozitif,ablam bütün akrabaları çatlatmaya yemin etmiş 
Negatif,bunu sikip öldürmek lazım şerefsiz 
Pozitif,yağız hazan 
Pozitif,rabia naz dosyasının kapatıldığı bir memlekette bir çocuk güvende değildir 
Pozitif,aldığım büyük ders hiçbir koşulda hiçbir sebeple taviz vermemem gerektiği zor zamanmış iyi değilmiş 
Negatif,kahve sabahlarının aşifte konuğu cilvesi köpüğündezarafeti fincanındaalbenisi özünde saklıasaletiyse kendinden menkul 
Negatif,onu diyoruz maçı tatil ettiyse oynayıyor öküz yüne öküz hoş laf yine şek 
Negatif,nişanlısı nursedayı götü kanayana kadar sikiyor 
Negatif,bn sikicem okulda nie kimse bana aşık olmuyo okulda bn 
Negatif,şamar yiceksin şimdi baeış şampiyon olmazsa seni öldürürüm 
Pozitif,özledik lütfen ona söyle 
Pozitif,yine tatlısın prenses 
Negatif,karısın resimlerini yorumlatmak konuşmak isteyen yazsın olgun bayanlar yazabilir swinger mature gizlieş eşinipaylaşanlar 
Pozitif,benim kilolu halim bile hepinizden guzel 
Pozitif,of hayatında boyu kısa olduğu fazla ince kilolu olduğu falan hor görülen erkekle karşılaşmadın cidden anlatıyosunuz 
Negatif,çalışan bir kadın iş yerinde tecavüze uğrarsa tecavüze davetiye çıkardığı büyük günaha girer 
Pozitif,temmuzda orda işimiz kızım düğün haziranda bayram haftasına denk geliyor 
Negatif,bundan sonra senin adın amına koyduğum kazması olsun httpstcod ug rgbkg 
Negatif,allah seni kahretsin 
Negatif,düşsende amatörevursanda dibe galatasaray terkeden kahpe 
Pozitif,rabbimden tek dileğim sana akıl fikir vermesi 
Negatif,kıyamam sana amk kızı 
Negatif,umudu yarında olanın aklına sokayım yarın yok 
Pozitif,özgür minik bir kelebek 
Negatif,allahsız puşt 
Negatif,yorumlara bak ancak daşşak geçme var herkes iyi şakayı yapmanın peşinde sizin ben amınıza koyam 
Pozitif,bir uçar güvercin şehirde 
Negatif,tatava yapma at ağızlı 
Negatif,fetocu ruhuna lağım ağzına sıçim 
Pozitif,sık kullanılan kelimeler rastgele basmışsın geldi tae xvkdhkgchkv 
Pozitif,eğlenceli geceye devam 
Negatif,neyse gidip yuvasını yıktığım adamla öpüşeyim 
Pozitif,kapısında diyanet ten aldığı kuran kursu tabelası olan bir yapı sabah akşam devleti yönetenlere beddua seansları yapıyor 
Negatif,takımdan bi cacik olmaz basaksehir sampiyon olur fenerbahce lanet aziz olduğu sürece asla olama 
Pozitif,ayşenur parıldak avludaki çatlaktan usulca başını çıkarıp yeşeren küçük ot hissediyorum bazen 
Pozitif,fırtına kafama bir düşmediği mutluyum 
Pozitif,hiçbir işim kolay olmadı zorlu oldu emek uğraş üzerine hesap yapmamı gerektirdi 
Negatif,günaydın nbr bebeğim vajina varken yin got sikem 
Negatif,sunshinepowerr amıma koyam 
Negatif,ahmet sen yalaka mısın 
Pozitif,yavuzeli ilçesi kasaba mahallesi tonluk içmesuyu depomuzu tamamladık kasaba halkına hayırlı olsun 
Negatif,diyarbakir vay orospu çocuklari vaay leş yarali ele geçirildi 
Pozitif,hilmicem parkurlar bile senin baş harfinle başlıyor yiğidim 
Negatif,allah şahidimdir seni çocukluğumdan beri sevemedim büyüdük olduğun ortada sefer seni sevenleri sevmiyorum 
Negatif,kızışmış pılımızı pırtımızı toplayıp gidelim iyisi 
Pozitif,ribozom viral rna yı okurken ben 
Negatif,şimdi gerizekalı götlek benimle adam akıllı konuşacaksan seni hkını vere vere cevaplarım aksi halde tek kelime etme ezik 
Negatif,işte bunu kaldıramam görüntüyü kancık körfez ülkelerine izlettirmek lazım 
Pozitif,sınavdan önce bira içmek ders çalışırken ezberlediğiniz şeyleri hatırlamanıza yardımcı olur 
Pozitif,bizi perişan etmekle kalmadınız kendinizi rezil ettiniz bir çınar olan okulun itibarı halde bir bakın 
Pozitif,türkiye emekliler derneği şube başkanı hüseyin ekmen beraberindeki heyetin hayırlı olsun ziyaretinde emeklilerin sorulur 
Negatif,hay matchmakingine sokayim blizz dün babasına laptop aldıran çocuk bugün takımımda işe başlıyor 
Pozitif,berkan nisoo sana bi sozum vardi bak bura duygulandirdin babako emegine saglik 
Pozitif,bir ay doğar ilk akşamdan 
Negatif,günün değil asrın oçu 
Negatif,atakan herkes sizin para karsiligi malafat yalamaz koçum benim 
Pozitif,sussana be kadindus susyemekteyiz 
Pozitif,şizofren olan miyiz sence 
Negatif,hay allah senin çenesini kapatsın artık kadar angut bir adam olamaz 
Negatif,hay ben senin adidas askina sokayim 
Pozitif,bir acı bıraktın bize be çocuk 
Negatif,kadar orospu çocuğu varsa bizden mutlu 
Negatif,okurlarım bne okurlarım sana güldü öldürürüm seni okurlarım bana güldü öldürürüm seni 
Negatif,olayın ciddiyetini anlayın sikikler 
Negatif,aynen amk bi vursam uçacak tavırlara bak götlek 
Pozitif,binnur kaya şapşiği 
Pozitif,sen irem ziyagilsin aptal olma 
Pozitif,hiçbir yerde çalışmadan öğrendim 
Pozitif,steven gerrard hkında bilgine güveniyor musun 
Negatif,uykuların kaçsın uyuyama 
Negatif,kudurun yunan tohumları titre işgalci srail sıra sana geliyor allahın izniyle 
Negatif,sik sertleşmiş şekilde sertçe tutulunca organın sana girmesini istiyorum anlamının dışında bir bak hele bende bir var demek isteniyor olabilir ihtişamlı olduğunu şekilde ispat çabasıdır 
Pozitif,nsanlar kötü sarıl bana 
Pozitif,tabağımdaki yemek azdı paylaşamadım 
Negatif,can kadar ibine değilim rt liyom yüzden 
Pozitif,koşarmısın gelip arkadan ittirelim mi 
Negatif,kdçsmdösmösmss amina koyam napalim ataşehi turlayacak deği ldi yaşindaydim gali ba 
Negatif,valla konsomatris kadrosu boşmuşuyar nihata 
Negatif,medya fotoğrafları tıkla görürsün baban anana sana don alamazken robın abi para dağıtıyordu göt veren konuşmaları kesmeden göndersin adıyor 
Pozitif,şimdi gencecik yitip giden evli adamla işi varmış gidenin arkasından laf eden ahlak bekçileri olasılık aklınıza geldi mi adam pınar la tanıştığında evli olduğunu gizledi pınar ilerleyen günlerde evli olduğunu öğrendi etik olarak ilişkiyi bitirdi 
Pozitif,bir yazar ülkesine tarihine sosyolojisine kadar yabancı kalır ülkesine sadece yabancıların gözüyle bakar 
Pozitif,emi nönü skelesi nde uçan tekme habe detay koronavirüs salgını nedeniyle sık sık sosyal mesafe konusunda uyarılar yapılırken eminönü üsküdar vapur skelesi nde akşam saatlerinde yoğunluk oluştu vapur bekleyen iki kadın arasında kavga çıktı tps co iylmnq awu 
Pozitif,gerçekten özledik 
Pozitif,bak içiliyor birde bunu içmeyi dene artık 
Pozitif,tuvaletleri kirlenmesin temiz kalsın kapıları kilitlenen tek ülke kesinlikle türkiye garip bir toplumuz 
Pozitif,başka kestirdi gidiyor 
Pozitif,iyisini düşünemiyorum 
Pozitif,den beri okunuyor dan beri dört minareden birden 
Negatif,parayla zevk falan olmaz ben fahişe değilim sadece zevk sikişir zevkime bakarım 
Negatif,şizofren kadın 
Negatif,bi siktir git godoş ataerkilmiş bunu varya belden bağlamalıyla dövücen jopla değil sanane amk 
Pozitif,izini süreceğim sorular 
Pozitif,beyazshow vasatın altında kadro sıfırın altında sıfır resmen 
Negatif,amcık playliste şarkı ekledim karışığa bastığımda itina sürekli eski şarkıları açma artık amk 
Pozitif,tamam ozaman arabistanda yaşamak istediğin sonucunu çıkaralım 
Negatif,pasa belliki senin oldugun yere zamaninda ulasamamis anani fransizlar sikmis sonra sen olmsun 
Negatif,bizler gün namazı kıldığımızda yunan biraz kuduracak işte zulüm onlar başlamış ola 
Pozitif,bingöl den mutlu huzurlu sabahlar yeni günümüz yeni haftamız hayırlı uğurlu olsun 
Pozitif,adalet duygunuzmantığınız insanlara olan yakınlığınıza göre değişiyorsa üzgünüm adil değilsiniz 
Pozitif,bekçi yasası çıkmadan dedik bundan sonra haberlerde bol bol bekçi vatandaş kavgası göreceğiz bekçiler bildiğin irandaki ahlak polisi görevinin aynısını icra edecekler bi bekçi yüzden öldürülebilir zira namus bekçiliği yapmalarına herkes müsade etmez 
Negatif,bacak kadar boyun var türlü türlü huyun var seni gidi dili fitne fücur birazda bücür 
Pozitif,vizesinden yüksek not alıp iyi bir notla geçme ihtimalimin yüksek olduğu finaline çalıştığım dersin sınavı 
Pozitif,dersten geçebilmem yapmam gereken ödevi yine son haftaya bıraktım aptal andaval beyinsiz bi kızım ben ölmek istiyorum 
Pozitif,türküm kürdüm başka bir milletin vatandaşı ben bir dünya vatandaşıyım nsanları sadece iyi insan kötü insan ayırırım 
Pozitif,cevrelerinden ilgi gormeyen insanlarin tur uygulamarda ilgi dilenciligi yapmasi 
Pozitif,senin gülen yüzüne kurban serseri kalbim 
Pozitif,kadınlar sana allah tarafından gönderilmiş hediyeler değildir kadınlar dünyada seninle birlikte var 
Pozitif,bir akıl geldi akıllar delirdi bir devrim vela devrimi devirdi 
Negatif,hilalli maske gördüm emkmfndkdlfkl aklınıza sokam dödndmdlglbgkvj 
Pozitif,aslinda cok kolay degil mi kisasa kisas allah diyorki kisasta sizin icin hayat vardir 
Negatif,srdrdeger bunların düzenine sokayım 
Negatif,pisliğinde boğul adam mısın sen ahlaksız terbiyesiz 
Negatif,düzgün konuş sığır siki 
Pozitif,twitlerin tek özeti 
Pozitif,nanç odaklı bir tartışma yapılacaksa bunun konusu ayasofya değildir 
Negatif,azmış yine 
Pozitif,kafesteki kuşların şarkı söylediklerini biliyorum 
Negatif,kaç yaşında insansın oğlun yaşındayım pezevenk içime düşseydin bakışını sikeyim 
Pozitif,cnm deniz zevk vermiyor 
Pozitif,evleniyorsun balayına gitmişsin kahvaltıda eşin diyor maymundan geldiysek diğer maymunlar insan olmadı 
Pozitif,evde düğün makyajıyla oturmayı severim 
Negatif,rezil herif sen senin sapıkların allah belasını versin umarım hepiniz can çekişerek acılar içinde geberirsiniz 
Negatif,adam psikopat sosyopat deli manyak cikti capraz ates aldatmalar devam 
Pozitif,cumhurbaşkanımız namazı sonrası medya mensuplarının sorularını yanıtladı 
Negatif,sizin gibileri dayaktan öldürmek lazım 
Pozitif,bütün şairler seni sevmiş 
Negatif,kirayı fahişe karından çatır çatır alıyo 
Negatif,seni öldürürüm cocuk 
Pozitif,hanımefendi adam milletvekili evli kadına tecavüz ediyor diyonmu 
Pozitif,yaman çelişki 
Negatif,aynı gemideyiz kahpeler dümenci 
Negatif,maça başlıyorsun ilk yarı oluyor yeniksin oyuncu değişilikliği yapmıyorsun senin amk ben kahpe çocuğu 
Pozitif,sende haklısın beyin vermiş sanada rabbim buradaki konu sevip sevmemek değilki birazda sen düşün 
Negatif,cidden fan olayı değil geneç bir kıza olursa olsun sahip çıkarız sen nisa hkında böyle konuşamasın pis kalpli konuşulmadın kime sallayacağını şaşırdın cden pisliğinde boğul 
Negatif,manitaya nude atmisiz nude atman degil guveni kazanmam beni cok mutlu etti demis bi gun orospu cocugu ovsene dunya guzelim senden guzeli yok cok fenayim desene amck 
Negatif,bir gözlük takmış prof olan dallama bir boka benzeme çabası 
Pozitif,iyiki sevmiyorsunuz sevseniz kendimden atamdan şüphe ederdim zaten 
Pozitif,hasankeyf yok eden ılısu barajında tekne taşımacılığı başlıyor 
Negatif,diyon lan dırzik 
Pozitif,bir güzel kız yüzünden çıldıracağımm 
Pozitif,mood on abim televizyonumu bilgisayar olarak klanıyo ders çalışıcam diyo vermiyo babamın izliyceğini allah bilir 
Pozitif,bunu yapmamalısın kabusum olmamalıydın 
Pozitif,türkiye futbol federasyonu dün oynanan beşiktaş fenerbahçe maçında tribüne ali smail korkmaz ın fotoğrafının bulunduğu kartonu almadı 
Negatif,ciğeri beş para etmez egolarıyla hükmedenlerin hükümlerine sokayım 
Pozitif,arkadaşlar şöyle bir yapsak bugün herkes lira yollasa ficialin ibanına yüz kişi katilsak beraber bin lira bin kişi 
Negatif,yarraklara gelesiniz inş tiksindik beh artık görgüsüzlüğünüzden yabani sürüsü 
Pozitif,nanılmaz bir duygu inanılmaz bir heyecan hepinizin buna canlı olarak şahit olmanızı isterdim sabredin kaldı 
Negatif,facebook profili şerefsizin 
Negatif,sikim anasını 
Pozitif,yazık sana be bundan sonra sük tu hayal yaşacaksın kamalizm ölüyor yakında cenazesini kaldıracağız 
Negatif,böyle aptal görmedim hayatımda 
Pozitif,online sınav yapılması aşırı saçma trakya üniversitesi ödev sistemi uyguladı bize zor olsa ben bundan memnunuz 
Pozitif,kadınlara hayvanlara doğaya yaptığınız eziyet bitmedi bir sapkınlık bir zihin aklım almıyor almıyor 
Pozitif,güzel şarkı 
Pozitif,arada gelibolu yangını hala devam ediyor 
Pozitif,hayvanları severiz onda sıkıntı yok lakin tag açanların derdinin kuşlar olmadığı kesin 
Negatif,şaşırdık fırıldak bunlarda bunlar birde cennet istiyorlar 
Negatif,günaydın seksi karımın potansiyel sikicileri hayattan zevk almasını bilen benim gavat ruhlular 
Negatif,bitti kaldı mankafa sivrisinek beyinli kan emici hazımsız herif şuna sinirimden çatladım desene 
Pozitif,dünya köpek balığı farkındalık günü köpek balıkları tehlikeli biliniyor ancak denizlerin tehlikel 
Negatif,madem site kapatiliyo burdan bütün akrabalarimin aminakoyim gerizek lı mahlukatlar 
Pozitif,tbmm cumhurbaşkanlığı ayasofya kararnamesi okundu genel kurulda ak parti mhp olarak büyük bir çoşku sevinç 
Pozitif,matematiksel işlemleri dümdüz yapan tek ben varım sanırım 
Negatif,sus amca sus mafya konekşınlarımı devreye sokturma şimdi 
Pozitif,morali bozuk olunca müziğe sığınan insanlardan zarar gelmez 
Pozitif,mutluyum bozulmasa bari 
Negatif,el elden üstündür aslan pişman ederim seni doğduğuna 
Negatif,defol git lan ölüye saygın yok anladık bari allah tan korkun olsun yok bli 
Negatif,neymiş üzerindekiler markaymış sorun değil paçoz sende ucuz durmuş 
Pozitif,text kutusunun limiti belirleniyor 
Negatif,ulan dalyarak sen içerde değilmiydin biçim adalet var arkadaş ülkede piç hapis cezası almadımı 
Negatif,germeyin beni orospular 
Negatif,soysuz pezevenk 
Pozitif,chloe loughnan ın sörf macerası olaylı bitti yunanistan 
Negatif,amcik güzel yatmış öyle 
Negatif,böyle bahtın içine sokam mi aksilik olur 
Negatif,tmm adam şerefsizdir hayvandır canidir peki onun evli olduğunu biliyor muydu evli kişilerlen sevgili olmayın doğrusu sevgili dahi yapmayın lah emriylen evlenin gidin nice üniversiteli kız sırf para evli yaşlı kişilerlen beraber oluyorlar normal değil 
Negatif,müneccim yra mi yedin 
Negatif,inşallah dlama aday olur 
Pozitif,knk engel atıyo ejusieiwie 
Negatif,yine bir andaval turnikeden geçmeyi beceremediği tramvayı kaçırdık saniyeyle falan gel ülkede yaşa 
Pozitif,sen bütün iyi yüzücüleri gönüllülere topla sonra haftada oyun havuz koy ben olsam ünlülerin yerinde havuz görünce 
Negatif,salak salak konuşma şurda 
Negatif,birincisi senin ananı sikim kancık ikincisi malı takip eden mutualim var 
Pozitif,öğretmen olmak istemiyorum pdr sadece öğretmenlik değil öğretmenliği küçümsemek değil yaptığım sadece kendime 
Negatif,başlangıç kadar ürkek bakışlı ceylan sekişli mahsum bir kadın çinin güzelliği adeta yüzüne vurmuş sonuç sus domal 
Negatif,sen nisa sana katılmadığı ilk anda yaptığın iyilikleri yüzüne vuran birisin tek amacın primdi hala öyle kısmetse olur masterchef survivor stersen yüzlercesine katıl nisa kadar konuşulmayacağı farkettin yüzden nisa üzerinden yapıyorsun primini pisliğinde boğul 
Negatif,bunlarin düzenine sokim 
Negatif,siktir lan hadi küfürsüz iletişim kuramayan götlek 
Negatif,aşağılık aşifte 
Pozitif,kimya sınavına girebildim lakin kimyanın babası cabir bin hayyan gelse atte soruyu çözemezdi 
Negatif,selam aleyküm yasin hakli nisa nakorluk yapti arkadan konustu birde cemoo dustu omuzu acidiginda nisa yerinde bile kalkmadı dostluk oyle olmaz habire yasini diyorsunuz pisliginde bogul bence sizler doun kendı pisliginizdrn bogalursunuz inş yasin adam adam 
Pozitif,extant hacamat kupaları şık tasarımı kaliteli sağlam yapısı toptan fiyatına kuruştan başlayan fiyatlarla toplu alımlarda özel fiyatlardan yararlanmak no lu numaradan bize ulaşabilirsiniz 
Pozitif,che guevara nın hükümdar selahaddin yubi nin mezarını ziyaret ederken şam 
Pozitif,hicbirşey bunun yerini tutamaz geri dön aslanım 
Negatif,hahahah orospu çocuğu götünden kan alacaklar şimdi 
Negatif,bak önce sikis var dediler okudum hüsran çıktı aman diyim öldürürüm seni skcmdm 
Negatif,andaval var beni bulur 
Negatif,doğrumu lan sikeriz artık piçi 
Pozitif,bizim zamanımızda böyle düşünenlerin sayısı azdı hatayı burada yaptık 
Pozitif,benim hoşuma gitmeyen şeylere sansür uygulanabilir diyen bir kafa yarın bir gün twitch kapatılsa aynı tepkiyi vermek lazım belli 
Negatif,avmlerde sevgili tişörtü giyip andaval gezmeye utanmıyor musunuz 
Negatif,fena sıçtın 
Negatif,sus lan yarrak sende adamlık olsa bedli kaypaklık edip devlete şekil yapmaya çalışmazsın cibiliyetsiz 
Negatif,yaptıgınız kurgu uyguladıgınız algı söylediginiz yalan adamı şampiyon yapmaktan alıkoyamıycak şampiyon bariş murat yağci olucak kuduranke 
Pozitif,burcunu değiştirmek isteyen el kaldırsın 
Negatif,bizim türk insanı kadar futbol fakiri beyinsiz başka millet yokturtudor sıfırdan takım yaptı liderhala balon fatih terim isteniyor yazık 
Negatif,bölümü tanımlamaya tek bir sözcük yetiyor abi çoğu embesil 
Negatif,ah ah evde kocasına çay yapmaya aciz lakin burdaki sanal sevgilisine aşk destanlar yazan abaza ablalarımız 
Pozitif,ilçelerden derslere gelmek binlerce km yol yaptılar 
Pozitif,balkanlar camiyi ahıra bara kiliseye çevirirken unesco neredeydi 
Pozitif,git bakalım neler yapabileceğini görücez 
Pozitif,çikolata yediğimizde mutlu hissetmemizin sebebi karaciğerimizin çikolatayü alkole dönüştürmesiymiş küfür 
Negatif,bunca yavşağı taşıdı bağrında bir beni tekmeleyip sırtından atmaktan usanmadı götlek dünya 
Negatif,aptal oç 
Negatif,aileni çocuklarını öldürücem senin 
Negatif,yalancı pislik şerefsiz adamlar hala aramızdalar mağlesef 
Pozitif,cerrahpaşaduruşu nisandan beri süren seviyeli eylemdir 
Pozitif,yok yok ben bela olayım eğlenceli 
Negatif,fakirsen tatile gidiyorsun amin evladı 
Pozitif,kardeşlerime hayırlı sabahlar ben yine bolu yolundayım şükür 
Pozitif,hayat aq 
Pozitif,neşet ertaş hata benim hata benim kalan müzik 
Pozitif,bir insanın yaşına kadar seks yapamaması toplumsal bir sorundur 
Negatif,cocuk yarra yemiş haberi yok 
Negatif,ananıda satalım ıstersen oc 
Negatif,şerefsiz onu serbest bırakan şerefsizler can çekişerek geberir inşallah 
Pozitif,şunu profilime sabitlemek istiyorum 
Negatif,komik salak 
Negatif,olum birşeysiniz aq erkeklerin yüz karası orospu çocukları 
Pozitif,böyle basit bir dünyada sen benim özelsin 
Pozitif,çocuk pornosu suçundan yıl hapis cezası alan hükümet kanallarının saygın işadamı yturmaya çalıştığı necmettin kesgin kendisine sapık dediğim beni mahkemeye vermiş arada sapık hkında ayrı suçtan yakalama kararı var 
Negatif,serefiz dokunma çocuklarımıza 
Negatif,katiller şerefsizler 
